idx,split,label,dur,sr,ch,subtype
6199,train,0,2.2689375,16000,1,PCM_16
6200,train,2,2.3690625,16000,1,PCM_16
6201,train,3,2.369,16000,1,PCM_16
6202,train,2,2.3356875,16000,1,PCM_16
6203,test,-1,4.037375,16000,1,PCM_16
6204,test,-1,2.369,16000,1,PCM_16
6205,test,-1,2.2689375,16000,1,PCM_16
6206,train,0,2.2689375,16000,1,PCM_16
6207,train,0,3.3366875,16000,1,PCM_16
6208,train,0,1.9859375,16000,1,PCM_16
6209,train,3,2.469125,16000,1,PCM_16
6210,train,0,2.535875,16000,1,PCM_16
6211,train,3,2.7694375,16000,1,PCM_16
6212,train,2,2.8361875,16000,1,PCM_16
6213,train,0,2.535875,16000,1,PCM_16
6214,train,1,3.7036875,16000,1,PCM_16
6215,test,-1,1.8018125,16000,1,PCM_16
6216,test,-1,2.7360625,16000,1,PCM_16
6217,train,2,2.3356875,16000,1,PCM_16
6218,train,3,1.622625,16000,1,PCM_16
6219,test,-1,2.93625,16000,1,PCM_16
6220,train,2,2.562375,16000,1,PCM_16
6221,train,0,3.003,16000,1,PCM_16
6222,train,1,3.7704375,16000,1,PCM_16
6223,train,2,2.8361875,16000,1,PCM_16
6224,train,0,2.02275,16000,1,PCM_16
6225,train,3,1.688,16000,1,PCM_16
6226,test,-1,2.8695,16000,1,PCM_16
6227,train,2,2.8361875,16000,1,PCM_16
6228,train,2,2.6650625,16000,1,PCM_16
6229,train,3,1.8754375,16000,1,PCM_16
6230,train,3,3.37,16000,1,PCM_16
6231,train,2,2.3205,16000,1,PCM_16
6232,train,1,2.2755625,16000,1,PCM_16
6233,train,0,1.8351875,16000,1,PCM_16
6234,train,1,1.901875,16000,1,PCM_16
6235,train,2,3.7370625,16000,1,PCM_16
6236,train,2,2.382125,16000,1,PCM_16
6237,train,0,1.482625,16000,1,PCM_16
6238,train,4,3.2031875,16000,1,PCM_16
6239,train,5,2.2826875,16000,1,PCM_16
6240,test,-1,2.8695,16000,1,PCM_16
6241,train,5,3.57025,16000,1,PCM_16
6242,train,2,2.06875,16000,1,PCM_16
6243,train,5,1.8841875,16000,1,PCM_16
6244,train,3,3.8705,16000,1,PCM_16
6245,train,4,3.403375,16000,1,PCM_16
6246,train,3,1.636875,16000,1,PCM_16
6247,train,0,2.602625,16000,1,PCM_16
6248,test,-1,2.2755625,16000,1,PCM_16
6249,train,1,2.6693125,16000,1,PCM_16
6250,test,-1,2.3356875,16000,1,PCM_16
6251,train,0,3.470125,16000,1,PCM_16
6252,train,0,4.471125,16000,1,PCM_16
6253,train,1,2.035375,16000,1,PCM_16
6254,train,2,3.8705625,16000,1,PCM_16
6255,test,-1,2.002,16000,1,PCM_16
6256,train,1,2.102125,16000,1,PCM_16
6257,train,3,2.5025,16000,1,PCM_16
6258,train,0,2.43575,16000,1,PCM_16
6259,train,1,2.3023125,16000,1,PCM_16
6260,train,2,2.102125,16000,1,PCM_16
6261,train,5,2.902875,16000,1,PCM_16
6262,test,-1,3.2365625,16000,1,PCM_16
6263,train,3,3.5035,16000,1,PCM_16
6264,test,-1,3.2365625,16000,1,PCM_16
6265,train,5,2.5025,16000,1,PCM_16
6266,train,1,2.6693125,16000,1,PCM_16
6267,train,4,2.969625,16000,1,PCM_16
6268,train,1,1.7723125,16000,1,PCM_16
6269,train,2,2.1354375,16000,1,PCM_16
6270,train,2,2.1688125,16000,1,PCM_16
6271,train,4,3.3033125,16000,1,PCM_16
6272,train,2,2.6806875,16000,1,PCM_16
6273,train,5,2.1245,16000,1,PCM_16
6274,train,1,2.402375,16000,1,PCM_16
6275,train,3,2.3023125,16000,1,PCM_16
6276,train,4,2.41825,16000,1,PCM_16
6277,train,3,2.3356875,16000,1,PCM_16
6278,train,4,3.2699375,16000,1,PCM_16
6279,train,3,1.6836875,16000,1,PCM_16
6280,train,0,2.26975,16000,1,PCM_16
6281,train,0,3.6703125,16000,1,PCM_16
6282,train,1,1.844375,16000,1,PCM_16
6283,train,4,2.6693125,16000,1,PCM_16
6284,test,-1,2.7026875,16000,1,PCM_16
6285,train,1,2.602625,16000,1,PCM_16
6286,train,4,2.8695625,16000,1,PCM_16
6287,train,2,2.1688125,16000,1,PCM_16
6288,train,4,3.2031875,16000,1,PCM_16
6289,train,3,2.6693125,16000,1,PCM_16
6290,train,1,1.9985625,16000,1,PCM_16
6291,train,3,3.3700625,16000,1,PCM_16
6292,train,2,2.3356875,16000,1,PCM_16
6293,train,2,3.103125,16000,1,PCM_16
6294,train,1,2.469125,16000,1,PCM_16
6295,train,4,2.402375,16000,1,PCM_16
6296,train,5,2.7694375,16000,1,PCM_16
6297,train,4,3.970625,16000,1,PCM_16
6298,train,5,2.93625,16000,1,PCM_16
6299,train,3,2.7694375,16000,1,PCM_16
6300,train,4,2.43575,16000,1,PCM_16
6301,train,3,1.401375,16000,1,PCM_16
6302,train,2,3.403375,16000,1,PCM_16
6303,train,4,2.902875,16000,1,PCM_16
6304,train,1,1.875,16000,1,PCM_16
6305,train,0,3.06975,16000,1,PCM_16
6306,train,5,1.898125,16000,1,PCM_16
6307,train,5,2.100125,16000,1,PCM_16
6308,train,0,2.7026875,16000,1,PCM_16
6309,test,-1,2.402375,16000,1,PCM_16
6310,train,1,2.0178125,16000,1,PCM_16
6311,train,3,1.6673125,16000,1,PCM_16
6312,train,4,2.2755625,16000,1,PCM_16
6313,train,5,2.1688125,16000,1,PCM_16
6314,train,1,2.43575,16000,1,PCM_16
6315,train,1,1.9086875,16000,1,PCM_16
6316,train,2,2.402375,16000,1,PCM_16
6317,train,4,3.57025,16000,1,PCM_16
6318,train,0,2.3698125,16000,1,PCM_16
6319,train,0,2.2689375,16000,1,PCM_16
6320,train,1,1.8145625,16000,1,PCM_16
6321,train,2,2.6693125,16000,1,PCM_16
6322,train,2,2.2795,16000,1,PCM_16
6323,train,5,2.04025,16000,1,PCM_16
6324,train,0,2.7360625,16000,1,PCM_16
6325,train,4,3.8705,16000,1,PCM_16
6326,train,0,1.6956875,16000,1,PCM_16
6327,train,1,1.9248125,16000,1,PCM_16
6328,train,3,2.2755625,16000,1,PCM_16
6329,train,1,2.402375,16000,1,PCM_16
6330,train,5,2.2826875,16000,1,PCM_16
6331,train,3,1.465125,16000,1,PCM_16
6332,train,5,2.3356875,16000,1,PCM_16
6333,train,1,2.56925,16000,1,PCM_16
6334,train,2,2.1354375,16000,1,PCM_16
6335,train,4,3.2365625,16000,1,PCM_16
6336,train,1,2.8361875,16000,1,PCM_16
6337,test,-1,3.103125,16000,1,PCM_16
6338,test,-1,4.404375,16000,1,PCM_16
6339,test,-1,2.369,16000,1,PCM_16
6340,test,-1,3.7704375,16000,1,PCM_16
6341,train,0,4.3710625,16000,1,PCM_16
6342,train,1,1.8351875,16000,1,PCM_16
6343,train,2,2.56925,16000,1,PCM_16
6344,train,3,2.1354375,16000,1,PCM_16
6345,test,-1,2.3356875,16000,1,PCM_16
6346,test,-1,2.402375,16000,1,PCM_16
6347,test,-1,2.8361875,16000,1,PCM_16
6348,train,3,2.06875,16000,1,PCM_16
6349,train,5,2.7694375,16000,1,PCM_16
6350,train,3,2.2689375,16000,1,PCM_16
6351,train,5,1.89075,16000,1,PCM_16
6352,train,1,2.1354375,16000,1,PCM_16
6353,train,3,2.902875,16000,1,PCM_16
6354,train,4,2.8361875,16000,1,PCM_16
6355,train,5,3.1698125,16000,1,PCM_16
6356,train,2,2.2689375,16000,1,PCM_16
6357,train,1,2.8361875,16000,1,PCM_16
6358,train,4,3.1698125,16000,1,PCM_16
6359,train,4,2.8695,16000,1,PCM_16
6360,train,0,2.369,16000,1,PCM_16
6361,train,4,2.2689375,16000,1,PCM_16
6362,test,-1,3.2031875,16000,1,PCM_16
6363,train,0,3.603625,16000,1,PCM_16
6364,train,4,2.8028125,16000,1,PCM_16
6365,train,2,2.269125,16000,1,PCM_16
6366,train,4,2.8695,16000,1,PCM_16
6367,train,1,2.102125,16000,1,PCM_16
6368,train,3,1.740875,16000,1,PCM_16
6369,train,1,2.204625,16000,1,PCM_16
6370,train,5,2.469125,16000,1,PCM_16
6371,train,0,2.602625,16000,1,PCM_16
6372,train,0,2.3023125,16000,1,PCM_16
6373,test,-1,3.2365625,16000,1,PCM_16
6374,train,4,3.003,16000,1,PCM_16
6375,train,5,1.8351875,16000,1,PCM_16
6376,train,5,2.3023125,16000,1,PCM_16
6377,train,5,1.7350625,16000,1,PCM_16
6378,train,3,2.6693125,16000,1,PCM_16
6379,test,-1,2.8695,16000,1,PCM_16
6380,train,3,1.736,16000,1,PCM_16
6381,train,4,3.43675,16000,1,PCM_16
6382,train,2,3.036375,16000,1,PCM_16
6383,train,4,2.3256875,16000,1,PCM_16
6384,train,4,3.603625,16000,1,PCM_16
6385,train,5,1.861625,16000,1,PCM_16
6386,train,5,2.5025,16000,1,PCM_16
6387,train,3,3.43675,16000,1,PCM_16
6388,train,2,2.7360625,16000,1,PCM_16
6389,train,4,2.2689375,16000,1,PCM_16
6390,train,3,2.1354375,16000,1,PCM_16
6391,test,-1,4.2709375,16000,1,PCM_16
6392,train,5,2.6693125,16000,1,PCM_16
6393,train,0,2.1354375,16000,1,PCM_16
6394,test,-1,2.602625,16000,1,PCM_16
6395,train,1,3.7704375,16000,1,PCM_16
6396,train,2,2.002,16000,1,PCM_16
6397,train,0,2.5025,16000,1,PCM_16
6398,train,0,2.56925,16000,1,PCM_16
6399,train,1,2.002,16000,1,PCM_16
6400,train,5,2.159,16000,1,PCM_16
6401,train,1,2.7026875,16000,1,PCM_16
6402,train,3,1.423125,16000,1,PCM_16
6403,test,-1,2.93625,16000,1,PCM_16
6404,train,5,2.102125,16000,1,PCM_16
6405,train,0,3.003,16000,1,PCM_16
6406,train,3,2.3023125,16000,1,PCM_16
6407,train,5,2.035375,16000,1,PCM_16
6408,train,5,2.07175,16000,1,PCM_16
6409,train,4,2.422375,16000,1,PCM_16
6410,train,1,1.9573125,16000,1,PCM_16
6411,train,1,3.603625,16000,1,PCM_16
6412,train,4,1.8351875,16000,1,PCM_16
6413,train,3,1.644125,16000,1,PCM_16
6414,train,2,2.1688125,16000,1,PCM_16
6415,train,4,2.93625,16000,1,PCM_16
6416,train,5,2.0535625,16000,1,PCM_16
6417,train,1,2.3690625,16000,1,PCM_16
6418,train,4,2.6693125,16000,1,PCM_16
6419,train,1,1.799,16000,1,PCM_16
6420,train,5,2.3356875,16000,1,PCM_16
6421,train,3,2.535875,16000,1,PCM_16
6422,train,4,2.3675,16000,1,PCM_16
6423,train,4,2.6278125,16000,1,PCM_16
6424,train,4,3.1364375,16000,1,PCM_16
6425,train,0,2.369,16000,1,PCM_16
6426,train,3,2.035375,16000,1,PCM_16
6427,train,1,2.3023125,16000,1,PCM_16
6428,test,-1,2.8361875,16000,1,PCM_16
6429,train,4,3.536875,16000,1,PCM_16
6430,train,3,2.6359375,16000,1,PCM_16
6431,train,2,2.602625,16000,1,PCM_16
6432,train,0,3.536875,16000,1,PCM_16
6433,train,0,2.3356875,16000,1,PCM_16
6434,train,3,2.5025,16000,1,PCM_16
6435,train,3,1.5811875,16000,1,PCM_16
6436,train,2,2.1688125,16000,1,PCM_16
6437,train,4,2.06875,16000,1,PCM_16
6438,train,3,2.1354375,16000,1,PCM_16
6439,test,-1,1.93525,16000,1,PCM_16
6440,train,3,3.403375,16000,1,PCM_16
6441,train,4,2.1688125,16000,1,PCM_16
6442,train,2,2.3023125,16000,1,PCM_16
6443,train,4,2.44725,16000,1,PCM_16
6444,test,-1,2.5025,16000,1,PCM_16
6445,train,1,2.402375,16000,1,PCM_16
6446,train,0,1.99225,16000,1,PCM_16
6447,test,-1,3.5035,16000,1,PCM_16
6448,train,4,2.8695625,16000,1,PCM_16
6449,train,2,2.369,16000,1,PCM_16
6450,train,1,1.8685,16000,1,PCM_16
6451,test,-1,2.002,16000,1,PCM_16
6452,train,3,1.4055,16000,1,PCM_16
6453,test,-1,2.43575,16000,1,PCM_16
6454,train,5,2.2398125,16000,1,PCM_16
6455,train,3,2.3023125,16000,1,PCM_16
6456,train,5,1.8018125,16000,1,PCM_16
6457,train,1,2.102125,16000,1,PCM_16
6458,train,2,2.5341875,16000,1,PCM_16
6459,test,-1,2.1354375,16000,1,PCM_16
6460,train,3,2.535875,16000,1,PCM_16
6461,train,3,2.2689375,16000,1,PCM_16
6462,test,-1,2.3023125,16000,1,PCM_16
6463,train,3,1.6995,16000,1,PCM_16
6464,train,0,3.003,16000,1,PCM_16
6465,train,1,2.0881875,16000,1,PCM_16
6466,train,2,2.402375,16000,1,PCM_16
6467,train,1,2.102125,16000,1,PCM_16
6468,train,2,2.2021875,16000,1,PCM_16
6469,train,5,1.7684375,16000,1,PCM_16
6470,train,2,3.37,16000,1,PCM_16
6471,train,4,2.6693125,16000,1,PCM_16
6472,train,0,2.06525,16000,1,PCM_16
6473,train,4,3.06975,16000,1,PCM_16
6474,train,1,3.43675,16000,1,PCM_16
6475,train,3,1.7165,16000,1,PCM_16
6476,test,-1,2.402375,16000,1,PCM_16
6477,train,0,2.035375,16000,1,PCM_16
6478,train,5,2.2021875,16000,1,PCM_16
6479,train,4,2.3356875,16000,1,PCM_16
6480,train,5,2.56925,16000,1,PCM_16
6481,train,5,2.0009375,16000,1,PCM_16
6482,train,4,2.6100625,16000,1,PCM_16
6483,train,0,3.036375,16000,1,PCM_16
6484,train,1,1.968625,16000,1,PCM_16
6485,train,3,3.470125,16000,1,PCM_16
6486,test,-1,2.5025,16000,1,PCM_16
6487,train,5,3.3033125,16000,1,PCM_16
6488,train,2,2.34525,16000,1,PCM_16
6489,test,-1,2.7694375,16000,1,PCM_16
6490,train,4,2.902875,16000,1,PCM_16
6491,train,0,1.599625,16000,1,PCM_16
6492,train,1,2.1688125,16000,1,PCM_16
6493,train,0,2.8695625,16000,1,PCM_16
6494,train,1,4.3043125,16000,1,PCM_16
6495,train,4,2.535875,16000,1,PCM_16
6496,train,2,2.246,16000,1,PCM_16
6497,train,0,2.2021875,16000,1,PCM_16
6498,train,3,1.8018125,16000,1,PCM_16
6499,train,4,2.902875,16000,1,PCM_16
6500,train,1,1.601625,16000,1,PCM_16
6501,test,-1,2.2755625,16000,1,PCM_16
6502,train,5,2.035375,16000,1,PCM_16
6503,train,3,2.369,16000,1,PCM_16
6504,train,4,2.43575,16000,1,PCM_16
6505,train,2,2.8695,16000,1,PCM_16
6506,train,4,2.56925,16000,1,PCM_16
6507,train,4,3.036375,16000,1,PCM_16
6508,train,4,1.8351875,16000,1,PCM_16
6509,train,0,3.3700625,16000,1,PCM_16
6510,train,4,3.003,16000,1,PCM_16
6511,train,4,2.8361875,16000,1,PCM_16
6512,test,-1,2.6359375,16000,1,PCM_16
6513,train,4,2.7026875,16000,1,PCM_16
6514,train,0,1.8351875,16000,1,PCM_16
6515,train,4,2.06875,16000,1,PCM_16
6516,test,-1,2.7026875,16000,1,PCM_16
6517,test,-1,1.93525,16000,1,PCM_16
6518,train,5,3.2365625,16000,1,PCM_16
6519,train,3,2.1688125,16000,1,PCM_16
6520,train,4,2.93625,16000,1,PCM_16
6521,train,3,2.06875,16000,1,PCM_16
6522,test,-1,2.369,16000,1,PCM_16
6523,test,-1,2.8028125,16000,1,PCM_16
6524,train,2,2.93625,16000,1,PCM_16
6525,train,3,1.5410625,16000,1,PCM_16
6526,train,1,1.901875,16000,1,PCM_16
6527,train,0,2.2355625,16000,1,PCM_16
6528,train,2,2.06875,16000,1,PCM_16
6529,train,2,2.2221875,16000,1,PCM_16
6530,train,0,4.2041875,16000,1,PCM_16
6531,train,0,1.968625,16000,1,PCM_16
6532,train,4,4.3043125,16000,1,PCM_16
6533,train,5,2.43575,16000,1,PCM_16
6534,train,4,3.903875,16000,1,PCM_16
6535,train,0,1.398125,16000,1,PCM_16
6536,train,3,1.9260625,16000,1,PCM_16
6537,train,5,2.102125,16000,1,PCM_16
6538,test,-1,1.901875,16000,1,PCM_16
6539,train,3,2.602625,16000,1,PCM_16
6540,train,4,3.036375,16000,1,PCM_16
6541,train,2,2.3356875,16000,1,PCM_16
6542,test,-1,2.7026875,16000,1,PCM_16
6543,train,1,1.601625,16000,1,PCM_16
6544,train,4,3.9039375,16000,1,PCM_16
6545,test,-1,2.5025,16000,1,PCM_16
6546,train,3,1.75575,16000,1,PCM_16
6547,train,1,2.8695625,16000,1,PCM_16
6548,train,2,2.969625,16000,1,PCM_16
6549,train,1,3.903875,16000,1,PCM_16
6550,train,4,2.8361875,16000,1,PCM_16
6551,test,-1,2.6693125,16000,1,PCM_16
6552,train,2,3.3033125,16000,1,PCM_16
6553,train,0,2.6359375,16000,1,PCM_16
6554,train,0,1.6089375,16000,1,PCM_16
6555,train,2,3.003,16000,1,PCM_16
6556,test,-1,3.2365625,16000,1,PCM_16
6557,train,3,1.7350625,16000,1,PCM_16
6558,train,4,1.8685,16000,1,PCM_16
6559,train,5,3.7370625,16000,1,PCM_16
6560,test,-1,2.43575,16000,1,PCM_16
6561,train,1,2.602625,16000,1,PCM_16
6562,train,1,3.8038125,16000,1,PCM_16
6563,train,5,2.3023125,16000,1,PCM_16
6564,train,0,2.3008125,16000,1,PCM_16
6565,train,3,1.5606875,16000,1,PCM_16
6566,train,0,3.036375,16000,1,PCM_16
6567,train,1,1.901875,16000,1,PCM_16
6568,train,2,2.1354375,16000,1,PCM_16
6569,test,-1,3.7036875,16000,1,PCM_16
6570,train,3,1.4464375,16000,1,PCM_16
6571,train,0,1.555375,16000,1,PCM_16
6572,train,5,2.2628125,16000,1,PCM_16
6573,train,1,2.06875,16000,1,PCM_16
6574,train,4,2.1354375,16000,1,PCM_16
6575,train,3,2.1688125,16000,1,PCM_16
6576,train,1,2.065875,16000,1,PCM_16
6577,train,3,2.469125,16000,1,PCM_16
6578,test,-1,4.904875,16000,1,PCM_16
6579,train,4,4.43775,16000,1,PCM_16
6580,train,4,2.369,16000,1,PCM_16
6581,train,3,1.6335625,16000,1,PCM_16
6582,train,5,2.3356875,16000,1,PCM_16
6583,test,-1,2.102125,16000,1,PCM_16
6584,test,-1,3.2031875,16000,1,PCM_16
6585,train,4,2.469125,16000,1,PCM_16
6586,train,0,2.1725,16000,1,PCM_16
6587,train,3,1.48725,16000,1,PCM_16
6588,train,3,2.602625,16000,1,PCM_16
6589,test,-1,2.3356875,16000,1,PCM_16
6590,train,2,3.7036875,16000,1,PCM_16
6591,train,0,1.5441875,16000,1,PCM_16
6592,train,4,1.7684375,16000,1,PCM_16
6593,train,1,2.6693125,16000,1,PCM_16
6594,train,4,2.93625,16000,1,PCM_16
6595,train,5,2.2689375,16000,1,PCM_16
6596,train,3,1.531625,16000,1,PCM_16
6597,train,1,1.968625,16000,1,PCM_16
6598,train,1,1.864,16000,1,PCM_16
6599,train,3,2.2021875,16000,1,PCM_16
6600,train,4,2.526625,16000,1,PCM_16
6601,train,4,2.3621875,16000,1,PCM_16
6602,test,-1,3.06975,16000,1,PCM_16
6603,train,0,2.602625,16000,1,PCM_16
6604,train,0,2.93625,16000,1,PCM_16
6605,train,2,2.252375,16000,1,PCM_16
6606,test,-1,2.93625,16000,1,PCM_16
6607,train,1,1.8643125,16000,1,PCM_16
6608,train,5,2.3023125,16000,1,PCM_16
6609,train,4,2.3499375,16000,1,PCM_16
6610,train,0,2.6693125,16000,1,PCM_16
6611,train,5,2.028625,16000,1,PCM_16
6612,test,-1,2.3356875,16000,1,PCM_16
6613,train,0,1.5199375,16000,1,PCM_16
6614,train,1,3.036375,16000,1,PCM_16
6615,train,5,2.2355625,16000,1,PCM_16
6616,train,4,2.6359375,16000,1,PCM_16
6617,train,3,1.717125,16000,1,PCM_16
6618,train,5,1.8018125,16000,1,PCM_16
6619,train,2,2.1354375,16000,1,PCM_16
6620,train,1,2.3023125,16000,1,PCM_16
6621,train,2,2.496625,16000,1,PCM_16
6622,test,-1,2.06875,16000,1,PCM_16
6623,train,0,2.369,16000,1,PCM_16
6624,train,1,2.3023125,16000,1,PCM_16
6625,test,-1,3.1364375,16000,1,PCM_16
6626,train,1,2.043,16000,1,PCM_16
6627,test,-1,3.43675,16000,1,PCM_16
6628,train,4,2.53825,16000,1,PCM_16
6629,train,3,1.36675,16000,1,PCM_16
6630,test,-1,3.93725,16000,1,PCM_16
6631,train,2,2.3356875,16000,1,PCM_16
6632,test,-1,2.469125,16000,1,PCM_16
6633,train,1,2.002,16000,1,PCM_16
6634,train,1,2.535875,16000,1,PCM_16
6635,train,1,1.6683125,16000,1,PCM_16
6636,test,-1,2.3023125,16000,1,PCM_16
6637,train,4,2.2945625,16000,1,PCM_16
6638,train,1,2.56925,16000,1,PCM_16
6639,train,0,2.201625,16000,1,PCM_16
6640,train,4,2.4043125,16000,1,PCM_16
6641,train,5,2.3356875,16000,1,PCM_16
6642,train,3,3.2031875,16000,1,PCM_16
6643,train,4,4.2041875,16000,1,PCM_16
6644,train,2,2.1585625,16000,1,PCM_16
6645,train,2,2.4835625,16000,1,PCM_16
6646,train,1,1.7684375,16000,1,PCM_16
6647,test,-1,3.1364375,16000,1,PCM_16
6648,test,-1,3.1698125,16000,1,PCM_16
6649,train,4,3.1364375,16000,1,PCM_16
6650,train,1,2.7694375,16000,1,PCM_16
6651,train,3,2.2021875,16000,1,PCM_16
6652,train,1,1.6349375,16000,1,PCM_16
6653,train,5,2.1013125,16000,1,PCM_16
6654,train,3,2.6693125,16000,1,PCM_16
6655,test,-1,3.7036875,16000,1,PCM_16
6656,train,1,2.035375,16000,1,PCM_16
6657,train,2,3.8038125,16000,1,PCM_16
6658,train,5,2.0038125,16000,1,PCM_16
6659,test,-1,2.7694375,16000,1,PCM_16
6660,test,-1,1.968625,16000,1,PCM_16
6661,train,1,3.1365,16000,1,PCM_16
6662,train,2,2.7026875,16000,1,PCM_16
6663,train,5,2.1699375,16000,1,PCM_16
6664,train,5,2.2021875,16000,1,PCM_16
6665,train,5,2.7360625,16000,1,PCM_16
6666,train,5,1.93525,16000,1,PCM_16
6667,train,5,2.084125,16000,1,PCM_16
6668,train,5,2.1538125,16000,1,PCM_16
6669,train,3,1.901875,16000,1,PCM_16
6670,train,4,3.93725,16000,1,PCM_16
6671,train,5,2.402375,16000,1,PCM_16
6672,test,-1,2.7026875,16000,1,PCM_16
6673,train,3,2.002,16000,1,PCM_16
6674,train,0,1.7684375,16000,1,PCM_16
6675,train,0,1.5651875,16000,1,PCM_16
6676,train,4,2.402375,16000,1,PCM_16
6677,train,0,3.7036875,16000,1,PCM_16
6678,train,2,2.2355625,16000,1,PCM_16
6679,train,4,2.1688125,16000,1,PCM_16
6680,train,5,2.2826875,16000,1,PCM_16
6681,test,-1,2.2021875,16000,1,PCM_16
6682,train,3,2.102125,16000,1,PCM_16
6683,train,0,2.2021875,16000,1,PCM_16
6684,train,3,1.4915625,16000,1,PCM_16
6685,train,3,3.470125,16000,1,PCM_16
6686,train,2,2.2036875,16000,1,PCM_16
6687,test,-1,2.5025,16000,1,PCM_16
6688,train,3,2.06875,16000,1,PCM_16
6689,train,4,3.6703125,16000,1,PCM_16
6690,train,3,2.5025,16000,1,PCM_16
6691,train,4,2.62475,16000,1,PCM_16
6692,test,-1,3.1364375,16000,1,PCM_16
6693,train,0,2.7360625,16000,1,PCM_16
6694,test,-1,3.57025,16000,1,PCM_16
6695,train,0,2.0405,16000,1,PCM_16
6696,train,0,2.27175,16000,1,PCM_16
6697,train,5,1.7016875,16000,1,PCM_16
6698,train,1,2.035375,16000,1,PCM_16
6699,train,1,2.5025,16000,1,PCM_16
6700,train,5,2.0284375,16000,1,PCM_16
6701,train,5,2.43575,16000,1,PCM_16
6702,test,-1,1.93525,16000,1,PCM_16
6703,train,5,2.402375,16000,1,PCM_16
6704,train,4,2.7360625,16000,1,PCM_16
6705,test,-1,1.8018125,16000,1,PCM_16
6706,train,5,2.06875,16000,1,PCM_16
6707,train,0,2.6359375,16000,1,PCM_16
6708,test,-1,2.902875,16000,1,PCM_16
6709,test,-1,2.7360625,16000,1,PCM_16
6710,train,4,2.3023125,16000,1,PCM_16
6711,test,-1,3.003,16000,1,PCM_16
6712,train,2,3.7704375,16000,1,PCM_16
6713,train,4,2.5025,16000,1,PCM_16
6714,train,0,2.43575,16000,1,PCM_16
6715,train,2,2.368,16000,1,PCM_16
6716,train,1,2.3690625,16000,1,PCM_16
6717,train,5,1.9954375,16000,1,PCM_16
6718,train,0,2.2183125,16000,1,PCM_16
6719,test,-1,2.902875,16000,1,PCM_16
6720,train,3,2.7026875,16000,1,PCM_16
6721,train,5,1.901875,16000,1,PCM_16
6722,test,-1,2.56925,16000,1,PCM_16
6723,train,4,2.4661875,16000,1,PCM_16
6724,train,5,2.6359375,16000,1,PCM_16
6725,train,1,2.0226875,16000,1,PCM_16
6726,train,0,3.2031875,16000,1,PCM_16
6727,train,3,1.6094375,16000,1,PCM_16
6728,train,3,3.470125,16000,1,PCM_16
6729,train,3,3.003,16000,1,PCM_16
6730,train,0,1.589125,16000,1,PCM_16
6731,train,4,2.7360625,16000,1,PCM_16
6732,test,-1,1.968625,16000,1,PCM_16
6733,train,2,2.1825625,16000,1,PCM_16
6734,train,5,2.2755625,16000,1,PCM_16
6735,test,-1,3.036375,16000,1,PCM_16
6736,train,0,2.902875,16000,1,PCM_16
6737,train,3,4.371,16000,1,PCM_16
6738,train,0,2.469125,16000,1,PCM_16
6739,train,2,2.402375,16000,1,PCM_16
6740,train,2,2.402375,16000,1,PCM_16
6741,train,2,3.6703125,16000,1,PCM_16
6742,train,1,2.1354375,16000,1,PCM_16
6743,train,2,2.6359375,16000,1,PCM_16
6744,train,4,2.602625,16000,1,PCM_16
6745,test,-1,3.06975,16000,1,PCM_16
6746,train,1,1.757875,16000,1,PCM_16
6747,train,1,2.7360625,16000,1,PCM_16
6748,test,-1,3.57025,16000,1,PCM_16
6749,train,3,1.851375,16000,1,PCM_16
6750,train,3,1.46175,16000,1,PCM_16
6751,train,5,1.601625,16000,1,PCM_16
6752,train,2,2.5025,16000,1,PCM_16
6753,train,1,1.6683125,16000,1,PCM_16
6754,train,3,2.6693125,16000,1,PCM_16
6755,train,5,3.536875,16000,1,PCM_16
6756,train,0,4.404375,16000,1,PCM_16
6757,train,1,2.102125,16000,1,PCM_16
6758,train,2,2.2355625,16000,1,PCM_16
6759,train,1,2.469125,16000,1,PCM_16
6760,train,1,1.962875,16000,1,PCM_16
6761,train,4,3.003,16000,1,PCM_16
6762,train,4,2.2021875,16000,1,PCM_16
6763,train,4,1.901875,16000,1,PCM_16
6764,train,3,1.8685,16000,1,PCM_16
6765,train,5,2.1685,16000,1,PCM_16
6766,train,3,2.969625,16000,1,PCM_16
6767,test,-1,2.535875,16000,1,PCM_16
6768,test,-1,1.7350625,16000,1,PCM_16
6769,train,4,3.003,16000,1,PCM_16
6770,train,2,3.3033125,16000,1,PCM_16
6771,train,1,2.102125,16000,1,PCM_16
6772,train,3,1.6816875,16000,1,PCM_16
6773,train,2,2.7026875,16000,1,PCM_16
6774,train,0,2.2355625,16000,1,PCM_16
6775,train,0,3.536875,16000,1,PCM_16
6776,test,-1,2.1688125,16000,1,PCM_16
6777,train,0,2.7694375,16000,1,PCM_16
6778,train,1,2.7026875,16000,1,PCM_16
6779,train,2,3.103125,16000,1,PCM_16
6780,train,1,1.8885,16000,1,PCM_16
6781,train,4,3.8705625,16000,1,PCM_16
6782,train,2,2.6343125,16000,1,PCM_16
6783,train,1,1.925375,16000,1,PCM_16
6784,train,0,1.5015,16000,1,PCM_16
6785,train,1,1.56825,16000,1,PCM_16
6786,train,3,2.7694375,16000,1,PCM_16
6787,train,5,1.8018125,16000,1,PCM_16
6788,train,4,2.5025,16000,1,PCM_16
6789,train,2,1.93525,16000,1,PCM_16
6790,train,1,2.8695,16000,1,PCM_16
