file_id,corpus,pseudo_speaker
clip_04958,CREMA-D,CREMA-D_047
clip_04959,CREMA-D,CREMA-D_043
clip_04960,CREMA-D,CREMA-D_045
clip_04961,CREMA-D,CREMA-D_055
clip_04963,CREMA-D,CREMA-D_044
clip_04965,CREMA-D,CREMA-D_025
clip_04966,CREMA-D,CREMA-D_042
clip_04967,CREMA-D,CREMA-D_060
clip_04968,CREMA-D,CREMA-D_018
clip_04970,TESS,TESS_001
clip_04972,CREMA-D,CREMA-D_053
clip_04974,CREMA-D,CREMA-D_069
clip_04975,RAVDESS,RAVDESS_000
clip_04976,CREMA-D,CREMA-D_011
clip_04978,TESS,TESS_001
clip_04979,TESS,TESS_000
clip_04980,CREMA-D,CREMA-D_046
clip_04981,CREMA-D,CREMA-D_054
clip_04982,TESS,TESS_001
clip_04983,CREMA-D,CREMA-D_067
clip_04984,TESS,TESS_000
clip_04985,CREMA-D,CREMA-D_061
clip_04986,CREMA-D,CREMA-D_014
clip_04987,TESS,TESS_000
clip_04988,CREMA-D,CREMA-D_067
clip_04989,CREMA-D,CREMA-D_049
clip_04990,CREMA-D,CREMA-D_005
clip_04991,CREMA-D,CREMA-D_003
clip_04993,CREMA-D,CREMA-D_062
clip_04994,TESS,TESS_001
clip_04995,CREMA-D,CREMA-D_002
clip_04996,CREMA-D,CREMA-D_036
clip_04997,CREMA-D,CREMA-D_066
clip_04998,TESS,TESS_000
clip_05000,UNKNOWN,UNKNOWN_pool
clip_05001,RAVDESS,RAVDESS_009
clip_05003,CREMA-D,CREMA-D_044
clip_05006,CREMA-D,CREMA-D_054
clip_05007,CREMA-D,CREMA-D_034
clip_05009,CREMA-D,CREMA-D_029
clip_05012,TESS,TESS_000
clip_05013,TESS,TESS_000
clip_05014,TESS,TESS_001
clip_05015,TESS,TESS_000
clip_05016,RAVDESS,RAVDESS_007
clip_05018,CREMA-D,CREMA-D_001
clip_05019,CREMA-D,CREMA-D_031
clip_05020,TESS,TESS_000
clip_05021,CREMA-D,CREMA-D_068
clip_05022,CREMA-D,CREMA-D_016
clip_05023,CREMA-D,CREMA-D_044
clip_05024,RAVDESS,RAVDESS_019
clip_05025,RAVDESS,RAVDESS_018
clip_05026,TESS,TESS_001
clip_05027,RAVDESS,RAVDESS_016
clip_05028,RAVDESS,RAVDESS_009
clip_05029,TESS,TESS_000
clip_05030,CREMA-D,CREMA-D_063
clip_05031,TESS,TESS_001
clip_05032,CREMA-D,CREMA-D_066
clip_05033,RAVDESS,RAVDESS_002
clip_05034,CREMA-D,CREMA-D_009
clip_05035,CREMA-D,CREMA-D_005
clip_05036,TESS,TESS_001
clip_05037,CREMA-D,CREMA-D_014
clip_05038,TESS,TESS_000
clip_05039,CREMA-D,CREMA-D_037
clip_05040,TESS,TESS_000
clip_05041,CREMA-D,CREMA-D_001
clip_05044,CREMA-D,CREMA-D_033
clip_05045,RAVDESS,RAVDESS_012
clip_05046,UNKNOWN,UNKNOWN_pool
clip_05047,CREMA-D,CREMA-D_065
clip_05048,CREMA-D,CREMA-D_054
clip_05049,CREMA-D,CREMA-D_043
clip_05050,TESS,TESS_001
clip_05051,CREMA-D,CREMA-D_039
clip_05052,CREMA-D,CREMA-D_022
clip_05053,CREMA-D,CREMA-D_064
clip_05054,TESS,TESS_001
clip_05055,TESS,TESS_001
clip_05056,CREMA-D,CREMA-D_058
clip_05057,CREMA-D,CREMA-D_006
clip_05059,CREMA-D,CREMA-D_039
clip_05061,CREMA-D,CREMA-D_061
clip_05062,CREMA-D,CREMA-D_064
clip_05063,CREMA-D,CREMA-D_050
clip_05064,CREMA-D,CREMA-D_059
clip_05065,CREMA-D,CREMA-D_010
clip_05066,RAVDESS,RAVDESS_014
clip_05068,CREMA-D,CREMA-D_038
clip_05069,CREMA-D,CREMA-D_058
clip_05070,CREMA-D,CREMA-D_042
clip_05071,CREMA-D,CREMA-D_016
clip_05072,CREMA-D,CREMA-D_030
clip_05073,CREMA-D,CREMA-D_034
clip_05074,TESS,TESS_000
clip_05076,CREMA-D,CREMA-D_012
clip_05077,RAVDESS,RAVDESS_011
clip_05078,CREMA-D,CREMA-D_012
clip_05079,CREMA-D,CREMA-D_062
clip_05080,CREMA-D,CREMA-D_021
clip_05081,CREMA-D,CREMA-D_021
clip_05082,CREMA-D,CREMA-D_036
clip_05083,CREMA-D,CREMA-D_017
clip_05084,TESS,TESS_001
clip_05085,CREMA-D,CREMA-D_033
clip_05086,TESS,TESS_001
clip_05087,TESS,TESS_000
clip_05089,RAVDESS,RAVDESS_001
clip_05090,TESS,TESS_001
clip_05091,CREMA-D,CREMA-D_006
clip_05092,CREMA-D,CREMA-D_064
clip_05093,TESS,TESS_001
clip_05094,CREMA-D,CREMA-D_007
clip_05095,CREMA-D,CREMA-D_001
clip_05096,TESS,TESS_000
clip_05097,TESS,TESS_001
clip_05098,CREMA-D,CREMA-D_058
clip_05099,TESS,TESS_000
clip_05100,CREMA-D,CREMA-D_016
clip_05101,TESS,TESS_000
clip_05102,TESS,TESS_001
clip_05103,TESS,TESS_001
clip_05105,CREMA-D,CREMA-D_047
clip_05106,RAVDESS,RAVDESS_019
clip_05107,CREMA-D,CREMA-D_053
clip_05108,TESS,TESS_000
clip_05110,CREMA-D,CREMA-D_016
clip_05113,CREMA-D,CREMA-D_056
clip_05114,CREMA-D,CREMA-D_054
clip_05115,TESS,TESS_001
clip_05116,CREMA-D,CREMA-D_045
clip_05117,CREMA-D,CREMA-D_002
clip_05118,CREMA-D,CREMA-D_056
clip_05120,CREMA-D,CREMA-D_026
clip_05121,TESS,TESS_001
clip_05122,CREMA-D,CREMA-D_052
clip_05123,RAVDESS,RAVDESS_000
clip_05124,TESS,TESS_000
clip_05126,TESS,TESS_001
clip_05127,CREMA-D,CREMA-D_008
clip_05128,CREMA-D,CREMA-D_027
clip_05129,RAVDESS,RAVDESS_014
clip_05133,CREMA-D,CREMA-D_064
clip_05135,CREMA-D,CREMA-D_012
clip_05136,CREMA-D,CREMA-D_058
clip_05138,TESS,TESS_001
clip_05139,TESS,TESS_001
clip_05140,CREMA-D,CREMA-D_003
clip_05141,TESS,TESS_001
clip_05142,CREMA-D,CREMA-D_050
clip_05143,CREMA-D,CREMA-D_031
clip_05144,CREMA-D,CREMA-D_032
clip_05145,TESS,TESS_000
clip_05147,CREMA-D,CREMA-D_071
clip_05148,CREMA-D,CREMA-D_035
clip_05150,CREMA-D,CREMA-D_016
clip_05152,CREMA-D,CREMA-D_011
clip_05153,CREMA-D,CREMA-D_053
clip_05154,CREMA-D,CREMA-D_043
clip_05155,RAVDESS,RAVDESS_004
clip_05156,CREMA-D,CREMA-D_031
clip_05157,CREMA-D,CREMA-D_034
clip_05160,TESS,TESS_001
clip_05162,CREMA-D,CREMA-D_000
clip_05164,CREMA-D,CREMA-D_007
clip_05165,CREMA-D,CREMA-D_069
clip_05166,CREMA-D,CREMA-D_054
clip_05167,CREMA-D,CREMA-D_058
clip_05168,RAVDESS,RAVDESS_001
clip_05169,CREMA-D,CREMA-D_049
clip_05170,CREMA-D,CREMA-D_039
clip_05171,RAVDESS,RAVDESS_016
clip_05172,TESS,TESS_000
clip_05173,TESS,TESS_001
clip_05174,TESS,TESS_001
clip_05175,RAVDESS,RAVDESS_008
clip_05176,RAVDESS,RAVDESS_006
clip_05177,CREMA-D,CREMA-D_036
clip_05178,CREMA-D,CREMA-D_015
clip_05179,CREMA-D,CREMA-D_033
clip_05181,CREMA-D,CREMA-D_038
clip_05182,CREMA-D,CREMA-D_065
clip_05183,TESS,TESS_001
clip_05186,CREMA-D,CREMA-D_006
clip_05187,CREMA-D,CREMA-D_016
clip_05189,CREMA-D,CREMA-D_031
clip_05190,CREMA-D,CREMA-D_006
clip_05191,CREMA-D,CREMA-D_029
clip_05192,CREMA-D,CREMA-D_028
clip_05193,TESS,TESS_001
clip_05195,CREMA-D,CREMA-D_058
clip_05196,TESS,TESS_001
clip_05197,CREMA-D,CREMA-D_003
clip_05198,CREMA-D,CREMA-D_016
clip_05199,CREMA-D,CREMA-D_066
clip_05200,CREMA-D,CREMA-D_001
clip_05201,CREMA-D,CREMA-D_006
clip_05203,CREMA-D,CREMA-D_026
clip_05205,CREMA-D,CREMA-D_002
clip_05206,CREMA-D,CREMA-D_045
clip_05207,CREMA-D,CREMA-D_033
clip_05208,CREMA-D,CREMA-D_011
clip_05209,TESS,TESS_000
clip_05210,RAVDESS,RAVDESS_000
clip_05211,TESS,TESS_001
clip_05212,CREMA-D,CREMA-D_051
clip_05213,TESS,TESS_000
clip_05214,CREMA-D,CREMA-D_050
clip_05215,CREMA-D,CREMA-D_065
clip_05217,CREMA-D,CREMA-D_051
clip_05218,CREMA-D,CREMA-D_020
clip_05219,TESS,TESS_000
clip_05221,CREMA-D,CREMA-D_019
clip_05222,TESS,TESS_001
clip_05223,CREMA-D,CREMA-D_024
clip_05224,CREMA-D,CREMA-D_043
clip_05225,RAVDESS,RAVDESS_011
clip_05226,TESS,TESS_001
clip_05227,CREMA-D,CREMA-D_065
clip_05228,CREMA-D,CREMA-D_071
clip_05229,CREMA-D,CREMA-D_036
clip_05230,TESS,TESS_000
clip_05232,CREMA-D,CREMA-D_030
clip_05233,CREMA-D,CREMA-D_058
clip_05234,CREMA-D,CREMA-D_057
clip_05235,TESS,TESS_000
clip_05236,CREMA-D,CREMA-D_015
clip_05237,CREMA-D,CREMA-D_004
clip_05238,RAVDESS,RAVDESS_014
clip_05239,TESS,TESS_001
clip_05240,CREMA-D,CREMA-D_011
clip_05242,CREMA-D,CREMA-D_015
clip_05243,TESS,TESS_000
clip_05244,RAVDESS,RAVDESS_000
clip_05245,CREMA-D,CREMA-D_071
clip_05246,CREMA-D,CREMA-D_049
clip_05247,TESS,TESS_001
clip_05248,CREMA-D,CREMA-D_071
clip_05249,CREMA-D,CREMA-D_030
clip_05250,CREMA-D,CREMA-D_064
clip_05252,CREMA-D,CREMA-D_022
clip_05253,CREMA-D,CREMA-D_043
clip_05254,CREMA-D,CREMA-D_014
clip_05255,TESS,TESS_000
clip_05256,CREMA-D,CREMA-D_011
clip_05257,CREMA-D,CREMA-D_015
clip_05258,RAVDESS,RAVDESS_014
clip_05259,TESS,TESS_000
clip_05260,CREMA-D,CREMA-D_006
clip_05261,TESS,TESS_000
clip_05262,CREMA-D,CREMA-D_054
clip_05263,TESS,TESS_001
clip_05264,CREMA-D,CREMA-D_060
clip_05265,TESS,TESS_001
clip_05266,CREMA-D,CREMA-D_060
clip_05267,CREMA-D,CREMA-D_062
clip_05269,CREMA-D,CREMA-D_044
clip_05270,CREMA-D,CREMA-D_036
clip_05271,CREMA-D,CREMA-D_016
clip_05272,CREMA-D,CREMA-D_037
clip_05273,CREMA-D,CREMA-D_007
clip_05274,TESS,TESS_001
clip_05275,CREMA-D,CREMA-D_028
clip_05276,RAVDESS,RAVDESS_003
clip_05277,CREMA-D,CREMA-D_060
clip_05278,TESS,TESS_001
clip_05279,CREMA-D,CREMA-D_001
clip_05280,CREMA-D,CREMA-D_038
clip_05281,TESS,TESS_001
clip_05282,CREMA-D,CREMA-D_052
clip_05283,CREMA-D,CREMA-D_015
clip_05284,CREMA-D,CREMA-D_014
clip_05285,CREMA-D,CREMA-D_063
clip_05286,TESS,TESS_000
clip_05287,CREMA-D,CREMA-D_031
clip_05288,CREMA-D,CREMA-D_017
clip_05289,CREMA-D,CREMA-D_049
clip_05290,TESS,TESS_001
clip_05291,TESS,TESS_000
clip_05292,CREMA-D,CREMA-D_054
clip_05293,CREMA-D,CREMA-D_019
clip_05294,CREMA-D,CREMA-D_052
clip_05295,CREMA-D,CREMA-D_019
clip_05296,RAVDESS,RAVDESS_000
clip_05298,TESS,TESS_001
clip_05301,CREMA-D,CREMA-D_053
clip_05303,TESS,TESS_000
clip_05304,CREMA-D,CREMA-D_039
clip_05305,CREMA-D,CREMA-D_069
clip_05306,CREMA-D,CREMA-D_040
clip_05307,CREMA-D,CREMA-D_001
clip_05308,TESS,TESS_000
clip_05309,CREMA-D,CREMA-D_037
clip_05310,CREMA-D,CREMA-D_050
clip_05311,TESS,TESS_000
clip_05312,RAVDESS,RAVDESS_003
clip_05314,TESS,TESS_001
clip_05315,RAVDESS,RAVDESS_012
clip_05316,CREMA-D,CREMA-D_052
clip_05317,CREMA-D,CREMA-D_011
clip_05318,CREMA-D,CREMA-D_022
clip_05320,CREMA-D,CREMA-D_002
clip_05322,CREMA-D,CREMA-D_001
clip_05323,TESS,TESS_000
clip_05324,RAVDESS,RAVDESS_007
clip_05326,CREMA-D,CREMA-D_059
clip_05327,CREMA-D,CREMA-D_042
clip_05329,RAVDESS,RAVDESS_002
clip_05330,CREMA-D,CREMA-D_030
clip_05332,CREMA-D,CREMA-D_042
clip_05333,TESS,TESS_000
clip_05334,TESS,TESS_001
clip_05335,CREMA-D,CREMA-D_060
clip_05337,CREMA-D,CREMA-D_046
clip_05339,CREMA-D,CREMA-D_043
clip_05340,CREMA-D,CREMA-D_036
clip_05341,CREMA-D,CREMA-D_033
clip_05342,CREMA-D,CREMA-D_034
clip_05343,CREMA-D,CREMA-D_029
clip_05344,CREMA-D,CREMA-D_036
clip_05346,CREMA-D,CREMA-D_018
clip_05347,TESS,TESS_000
clip_05348,RAVDESS,RAVDESS_016
clip_05349,TESS,TESS_000
clip_05350,CREMA-D,CREMA-D_019
clip_05352,TESS,TESS_000
clip_05353,CREMA-D,CREMA-D_001
clip_05354,TESS,TESS_000
clip_05355,CREMA-D,CREMA-D_015
clip_05356,CREMA-D,CREMA-D_053
clip_05357,TESS,TESS_000
clip_05359,CREMA-D,CREMA-D_064
clip_05361,RAVDESS,RAVDESS_018
clip_05362,CREMA-D,CREMA-D_024
clip_05363,CREMA-D,CREMA-D_037
clip_05364,CREMA-D,CREMA-D_017
clip_05366,CREMA-D,CREMA-D_067
clip_05367,CREMA-D,CREMA-D_062
clip_05368,CREMA-D,CREMA-D_071
clip_05369,CREMA-D,CREMA-D_056
clip_05370,CREMA-D,CREMA-D_007
clip_05371,RAVDESS,RAVDESS_003
clip_05372,CREMA-D,CREMA-D_067
clip_05373,TESS,TESS_000
clip_05376,CREMA-D,CREMA-D_068
clip_05377,CREMA-D,CREMA-D_062
clip_05378,RAVDESS,RAVDESS_010
clip_05379,CREMA-D,CREMA-D_053
clip_05381,CREMA-D,CREMA-D_029
clip_05382,CREMA-D,CREMA-D_034
clip_05383,CREMA-D,CREMA-D_018
clip_05384,CREMA-D,CREMA-D_043
clip_05386,CREMA-D,CREMA-D_014
clip_05387,CREMA-D,CREMA-D_019
clip_05388,UNKNOWN,UNKNOWN_pool
clip_05389,TESS,TESS_000
clip_05391,TESS,TESS_000
clip_05392,CREMA-D,CREMA-D_051
clip_05393,CREMA-D,CREMA-D_029
clip_05394,UNKNOWN,UNKNOWN_pool
clip_05395,TESS,TESS_001
clip_05396,CREMA-D,CREMA-D_037
clip_05397,TESS,TESS_000
clip_05399,TESS,TESS_001
clip_05400,CREMA-D,CREMA-D_056
clip_05401,CREMA-D,CREMA-D_038
clip_05402,TESS,TESS_000
clip_05403,CREMA-D,CREMA-D_056
clip_05404,CREMA-D,CREMA-D_060
clip_05405,CREMA-D,CREMA-D_038
clip_05406,TESS,TESS_000
clip_05407,TESS,TESS_000
clip_05408,TESS,TESS_001
clip_05409,CREMA-D,CREMA-D_016
clip_05410,CREMA-D,CREMA-D_024
clip_05411,CREMA-D,CREMA-D_052
clip_05412,RAVDESS,RAVDESS_016
clip_05413,CREMA-D,CREMA-D_006
clip_05414,CREMA-D,CREMA-D_042
clip_05415,CREMA-D,CREMA-D_059
clip_05416,TESS,TESS_000
clip_05417,TESS,TESS_000
clip_05418,TESS,TESS_001
clip_05419,CREMA-D,CREMA-D_000
clip_05420,CREMA-D,CREMA-D_006
clip_05421,RAVDESS,RAVDESS_016
clip_05422,CREMA-D,CREMA-D_028
clip_05423,CREMA-D,CREMA-D_005
clip_05424,RAVDESS,RAVDESS_016
clip_05425,TESS,TESS_001
clip_05426,TESS,TESS_000
clip_05427,CREMA-D,CREMA-D_068
clip_05428,CREMA-D,CREMA-D_012
clip_05429,RAVDESS,RAVDESS_001
clip_05431,CREMA-D,CREMA-D_036
clip_05432,CREMA-D,CREMA-D_027
clip_05433,TESS,TESS_000
clip_05435,CREMA-D,CREMA-D_040
clip_05436,CREMA-D,CREMA-D_019
clip_05437,CREMA-D,CREMA-D_021
clip_05438,UNKNOWN,UNKNOWN_pool
clip_05439,CREMA-D,CREMA-D_005
clip_05441,CREMA-D,CREMA-D_029
clip_05442,CREMA-D,CREMA-D_029
clip_05444,CREMA-D,CREMA-D_026
clip_05445,TESS,TESS_001
clip_05446,CREMA-D,CREMA-D_060
clip_05447,TESS,TESS_001
clip_05448,CREMA-D,CREMA-D_017
clip_05449,TESS,TESS_000
clip_05450,RAVDESS,RAVDESS_001
clip_05451,CREMA-D,CREMA-D_064
clip_05453,TESS,TESS_000
clip_05454,CREMA-D,CREMA-D_061
clip_05456,CREMA-D,CREMA-D_047
clip_05458,TESS,TESS_001
clip_05459,CREMA-D,CREMA-D_003
clip_05460,CREMA-D,CREMA-D_016
clip_05461,CREMA-D,CREMA-D_003
clip_05462,RAVDESS,RAVDESS_008
clip_05463,TESS,TESS_001
clip_05464,CREMA-D,CREMA-D_054
clip_05465,CREMA-D,CREMA-D_062
clip_05466,TESS,TESS_001
clip_05467,TESS,TESS_000
clip_05468,CREMA-D,CREMA-D_060
clip_05469,RAVDESS,RAVDESS_004
clip_05470,CREMA-D,CREMA-D_052
clip_05471,RAVDESS,RAVDESS_002
clip_05472,UNKNOWN,UNKNOWN_pool
clip_05473,RAVDESS,RAVDESS_000
clip_05476,CREMA-D,CREMA-D_066
clip_05477,CREMA-D,CREMA-D_020
clip_05478,CREMA-D,CREMA-D_014
clip_05479,TESS,TESS_000
clip_05480,CREMA-D,CREMA-D_063
clip_05481,CREMA-D,CREMA-D_031
clip_05482,CREMA-D,CREMA-D_024
clip_05483,TESS,TESS_001
clip_05484,CREMA-D,CREMA-D_032
clip_05486,CREMA-D,CREMA-D_026
clip_05487,TESS,TESS_000
clip_05489,CREMA-D,CREMA-D_037
clip_05491,TESS,TESS_001
clip_05492,CREMA-D,CREMA-D_062
clip_05493,CREMA-D,CREMA-D_047
clip_05494,RAVDESS,RAVDESS_016
clip_05495,CREMA-D,CREMA-D_019
clip_05496,CREMA-D,CREMA-D_068
clip_05497,CREMA-D,CREMA-D_068
clip_05499,CREMA-D,CREMA-D_058
clip_05500,CREMA-D,CREMA-D_007
clip_05501,CREMA-D,CREMA-D_022
clip_05502,TESS,TESS_001
clip_05504,CREMA-D,CREMA-D_001
clip_05505,TESS,TESS_000
clip_05506,CREMA-D,CREMA-D_020
clip_05508,CREMA-D,CREMA-D_051
clip_05509,RAVDESS,RAVDESS_015
clip_05510,TESS,TESS_001
clip_05511,TESS,TESS_000
clip_05512,CREMA-D,CREMA-D_016
clip_05513,CREMA-D,CREMA-D_038
clip_05514,CREMA-D,CREMA-D_020
clip_05515,CREMA-D,CREMA-D_062
clip_05516,CREMA-D,CREMA-D_001
clip_05517,TESS,TESS_000
clip_05518,CREMA-D,CREMA-D_048
clip_05519,RAVDESS,RAVDESS_014
clip_05520,TESS,TESS_001
clip_05521,TESS,TESS_001
clip_05523,CREMA-D,CREMA-D_009
clip_05524,CREMA-D,CREMA-D_068
clip_05526,RAVDESS,RAVDESS_003
clip_05527,RAVDESS,RAVDESS_001
clip_05528,TESS,TESS_000
clip_05529,CREMA-D,CREMA-D_034
clip_05530,CREMA-D,CREMA-D_042
clip_05532,CREMA-D,CREMA-D_031
clip_05533,CREMA-D,CREMA-D_056
clip_05534,CREMA-D,CREMA-D_019
clip_05535,CREMA-D,CREMA-D_028
clip_05537,RAVDESS,RAVDESS_009
clip_05538,CREMA-D,CREMA-D_062
clip_05540,TESS,TESS_001
clip_05541,CREMA-D,CREMA-D_050
clip_05542,CREMA-D,CREMA-D_038
clip_05543,CREMA-D,CREMA-D_006
clip_05544,CREMA-D,CREMA-D_024
clip_05546,CREMA-D,CREMA-D_041
clip_05547,CREMA-D,CREMA-D_032
clip_05548,CREMA-D,CREMA-D_054
clip_05549,CREMA-D,CREMA-D_033
clip_05550,CREMA-D,CREMA-D_032
clip_05551,RAVDESS,RAVDESS_006
clip_05552,RAVDESS,RAVDESS_009
clip_05553,CREMA-D,CREMA-D_038
clip_05556,CREMA-D,CREMA-D_042
clip_05557,CREMA-D,CREMA-D_064
clip_05559,CREMA-D,CREMA-D_070
clip_05560,CREMA-D,CREMA-D_066
clip_05561,CREMA-D,CREMA-D_069
clip_05562,CREMA-D,CREMA-D_020
clip_05564,TESS,TESS_000
clip_05565,CREMA-D,CREMA-D_001
clip_05567,CREMA-D,CREMA-D_014
clip_05568,TESS,TESS_000
clip_05569,CREMA-D,CREMA-D_051
clip_05570,CREMA-D,CREMA-D_036
clip_05571,CREMA-D,CREMA-D_004
clip_05572,TESS,TESS_000
clip_05574,CREMA-D,CREMA-D_009
clip_05575,CREMA-D,CREMA-D_007
clip_05576,CREMA-D,CREMA-D_037
clip_05577,TESS,TESS_001
clip_05578,TESS,TESS_000
clip_05579,CREMA-D,CREMA-D_010
clip_05580,TESS,TESS_001
clip_05581,UNKNOWN,UNKNOWN_pool
clip_05582,TESS,TESS_001
clip_05583,CREMA-D,CREMA-D_019
clip_05584,TESS,TESS_000
clip_05585,TESS,TESS_001
clip_05586,CREMA-D,CREMA-D_024
clip_05587,TESS,TESS_001
clip_05588,CREMA-D,CREMA-D_002
clip_05591,CREMA-D,CREMA-D_048
clip_05592,CREMA-D,CREMA-D_019
clip_05593,CREMA-D,CREMA-D_003
clip_05594,RAVDESS,RAVDESS_017
clip_05595,CREMA-D,CREMA-D_016
clip_05596,CREMA-D,CREMA-D_021
clip_05598,RAVDESS,RAVDESS_007
clip_05599,RAVDESS,RAVDESS_013
clip_05600,TESS,TESS_000
clip_05601,CREMA-D,CREMA-D_044
clip_05602,CREMA-D,CREMA-D_044
clip_05603,CREMA-D,CREMA-D_060
clip_05605,CREMA-D,CREMA-D_006
clip_05606,TESS,TESS_000
clip_05607,TESS,TESS_000
clip_05608,CREMA-D,CREMA-D_043
clip_05610,TESS,TESS_001
clip_05611,TESS,TESS_000
clip_05612,CREMA-D,CREMA-D_000
clip_05613,CREMA-D,CREMA-D_063
clip_05614,CREMA-D,CREMA-D_041
clip_05616,CREMA-D,CREMA-D_047
clip_05617,CREMA-D,CREMA-D_051
clip_05618,CREMA-D,CREMA-D_056
clip_05619,CREMA-D,CREMA-D_058
clip_05620,RAVDESS,RAVDESS_014
clip_05621,CREMA-D,CREMA-D_068
clip_05622,CREMA-D,CREMA-D_034
clip_05623,TESS,TESS_001
clip_05624,CREMA-D,CREMA-D_018
clip_05625,CREMA-D,CREMA-D_054
clip_05626,CREMA-D,CREMA-D_033
clip_05627,CREMA-D,CREMA-D_034
clip_05628,CREMA-D,CREMA-D_013
clip_05629,TESS,TESS_001
clip_05630,CREMA-D,CREMA-D_020
clip_05631,CREMA-D,CREMA-D_063
clip_05632,CREMA-D,CREMA-D_009
clip_05633,CREMA-D,CREMA-D_025
clip_05634,CREMA-D,CREMA-D_069
clip_05635,RAVDESS,RAVDESS_006
clip_05637,RAVDESS,RAVDESS_013
clip_05638,CREMA-D,CREMA-D_032
clip_05639,TESS,TESS_000
clip_05640,CREMA-D,CREMA-D_048
clip_05641,CREMA-D,CREMA-D_051
clip_05642,CREMA-D,CREMA-D_006
clip_05644,CREMA-D,CREMA-D_065
clip_05645,CREMA-D,CREMA-D_051
clip_05646,CREMA-D,CREMA-D_071
clip_05647,CREMA-D,CREMA-D_019
clip_05648,CREMA-D,CREMA-D_027
clip_05649,TESS,TESS_000
clip_05652,CREMA-D,CREMA-D_007
clip_05653,CREMA-D,CREMA-D_021
clip_05654,CREMA-D,CREMA-D_036
clip_05655,TESS,TESS_000
clip_05656,CREMA-D,CREMA-D_007
clip_05657,RAVDESS,RAVDESS_005
clip_05658,TESS,TESS_001
clip_05659,CREMA-D,CREMA-D_027
clip_05660,TESS,TESS_001
clip_05661,TESS,TESS_000
clip_05662,TESS,TESS_000
clip_05663,CREMA-D,CREMA-D_011
clip_05664,CREMA-D,CREMA-D_006
clip_05666,CREMA-D,CREMA-D_012
clip_05667,RAVDESS,RAVDESS_006
clip_05668,TESS,TESS_000
clip_05669,TESS,TESS_000
clip_05670,CREMA-D,CREMA-D_055
clip_05671,CREMA-D,CREMA-D_037
clip_05672,CREMA-D,CREMA-D_065
clip_05673,CREMA-D,CREMA-D_007
clip_05674,CREMA-D,CREMA-D_042
clip_05675,CREMA-D,CREMA-D_002
clip_05676,TESS,TESS_001
clip_05677,CREMA-D,CREMA-D_002
clip_05678,CREMA-D,CREMA-D_048
clip_05679,CREMA-D,CREMA-D_043
clip_05680,TESS,TESS_001
clip_05683,TESS,TESS_001
clip_05684,TESS,TESS_000
clip_05685,CREMA-D,CREMA-D_062
clip_05686,RAVDESS,RAVDESS_000
clip_05687,TESS,TESS_001
clip_05688,TESS,TESS_000
clip_05689,RAVDESS,RAVDESS_012
clip_05690,CREMA-D,CREMA-D_001
clip_05691,TESS,TESS_001
clip_05693,RAVDESS,RAVDESS_018
clip_05694,CREMA-D,CREMA-D_045
clip_05695,CREMA-D,CREMA-D_041
clip_05696,CREMA-D,CREMA-D_001
clip_05697,CREMA-D,CREMA-D_007
clip_05698,CREMA-D,CREMA-D_009
clip_05699,TESS,TESS_000
clip_05701,CREMA-D,CREMA-D_049
clip_05702,CREMA-D,CREMA-D_021
clip_05704,CREMA-D,CREMA-D_049
clip_05705,CREMA-D,CREMA-D_012
clip_05706,CREMA-D,CREMA-D_052
clip_05707,TESS,TESS_001
clip_05708,CREMA-D,CREMA-D_056
clip_05709,TESS,TESS_000
clip_05710,TESS,TESS_000
clip_05711,CREMA-D,CREMA-D_014
clip_05712,CREMA-D,CREMA-D_019
clip_05714,TESS,TESS_001
clip_05715,TESS,TESS_001
clip_05716,CREMA-D,CREMA-D_071
clip_05717,RAVDESS,RAVDESS_007
clip_05718,TESS,TESS_000
clip_05720,TESS,TESS_001
clip_05721,CREMA-D,CREMA-D_041
clip_05722,CREMA-D,CREMA-D_028
clip_05723,RAVDESS,RAVDESS_019
clip_05724,CREMA-D,CREMA-D_037
clip_05725,TESS,TESS_000
clip_05726,CREMA-D,CREMA-D_062
clip_05727,RAVDESS,RAVDESS_014
clip_05728,TESS,TESS_000
clip_05729,TESS,TESS_000
clip_05731,TESS,TESS_001
clip_05732,CREMA-D,CREMA-D_007
clip_05733,CREMA-D,CREMA-D_034
clip_05734,TESS,TESS_000
clip_05736,CREMA-D,CREMA-D_012
clip_05737,CREMA-D,CREMA-D_051
clip_05738,CREMA-D,CREMA-D_055
clip_05739,CREMA-D,CREMA-D_059
clip_05740,TESS,TESS_001
clip_05741,TESS,TESS_000
clip_05742,TESS,TESS_001
clip_05743,CREMA-D,CREMA-D_057
clip_05744,CREMA-D,CREMA-D_061
clip_05746,CREMA-D,CREMA-D_042
clip_05747,CREMA-D,CREMA-D_009
clip_05748,TESS,TESS_000
clip_05749,TESS,TESS_001
clip_05750,TESS,TESS_000
clip_05751,CREMA-D,CREMA-D_012
clip_05752,CREMA-D,CREMA-D_025
clip_05753,CREMA-D,CREMA-D_056
clip_05754,CREMA-D,CREMA-D_066
clip_05756,CREMA-D,CREMA-D_071
clip_05757,TESS,TESS_000
clip_05759,CREMA-D,CREMA-D_007
clip_05760,CREMA-D,CREMA-D_053
clip_05761,CREMA-D,CREMA-D_003
clip_05762,TESS,TESS_000
clip_05763,CREMA-D,CREMA-D_037
clip_05766,CREMA-D,CREMA-D_023
clip_05767,RAVDESS,RAVDESS_006
